3,1,Apakah kelebihan dari informasi verbal?…..,Menggunakan kalimat kalimat informatif yang dianggap lebih mudah dimenegerti banyak orang.,"Penyajiannya menggunakan bagan, diagram, denah, matriks",Penyajiannya menggunakan bahasa yang sulit dipahami.,Menggunakan kata hubung yang begitu rumit.,Bentuk penyajiannya yaitu umum khusus.
3,1,"(2)Untuk menentukan sebuah bacaan bermanfaat atau tidak,bergantung pada opini yang sifatnya subjectif.(1)Masing masing individu memiliki kemampuan dan selera berbeda beda mengenai hal hal yang dianggap menarik untuk dibaca.(4)Tetapi,secara umum dapat dikatakan manfaat membaca sangat besa.Manfaat tersebut telihat jelas dalam pembentukan kepribadian seseorang.(3)Selain itu,membaca juga dapat memperkaya informasi dalam pemikiran kita.Kesimpulan yang merupakan paragraf induktif ditunjukan dengan no…",2,1,4,3,5
3,1,Kesimpulan yang merupakan paragraf deduktif ditunjukan dengan no..,3,1,2,4,5
3,1,Jenis pengembangan teks eksposisi yang rinciannya tergolong dalam suatu objek ke dalam bagian-bagian itu disebut jenis pengembangan …., klasifikasi,definisi,verifikasi,aktualisasi,analisis
3,1,Sebuah karangan yang mengandung informasi atau pengetahuan disebut ….,karangan teks eksposisi,karangan teks ilmiah,karangan teks skripsi, karangan teks penelitian,karangan teks ilmiah
3,1,Sebuah kata ganti orang yang dapat digunakan terutama pada saat pernyataan pendapat pribadi diungkapkan disebut ….,pronomina,leksikal,konjungsi,klasikal,klasikal
3,1,"Dalam jenis karangan teks eksposisi, terdapat jenis yang memiliki pengertian sebagai pemapar atau penjelas dari defini suatu topik tertentu disebut ….",teks eksposisi definisi,teks eksposisi proses, teks eksposisi laporan,teks eksposisi ilustrasi,teks eksposisi ilustrasi
3,1,"Berikut ini adalah struktur lain yang ada dalam teks laporan observasi, kecuali …",definisi pembuka,definisi umum,definisi penutup,definisi bagian,definisi bagian
3,1,Tujuan dari teks laporan obeservasi adalah …,Menemukan teknik atau cara terbaru,sebagai bahan penelitian ilmiah, mencari sampel masalah," jawaban a, b dan c benar semua", mencari sampel masalah
3,1,"Jenis-jenis kalimat yang biasa digunakan dalam pembuatan teks laporan hasil observasi, kecuali….", kalimat tanya,kalimat simple,kalimat deskripsi,kalimat kompleks,kalimat deskripsi
3,1,"Bacalah teks berikut dengan cermat!Air yang berasal dari laut dan tumbuhan dapat diuapkan oleh sinar matahari. Setelah diuapkan, hasil uapan tersebut akan naik keatas sehingga terjadinya penggumpalan uap air yang biasa disebut awan. Kemudia awan akan menurunkan air hujan dengan bantuan angin. Air yang turun kemudian akan diresap oleh tanah, sehingga sebagian ada yang menjadi cadangan dalam tanah dan sebagian lagi menuju permukaan laut. Kondisi ini terjadi berulang-ulang terus dengan cara yang sama.Teks diatas adalah merupakan contoh dari teks ….",teks laporan eksposisi,teks laporan observasi, teks laporan ilmiah,teks deskripsi,teks deskripsi
3,1,Salah satu fungsi dari hasil teks laporan obeservasi adalah ….,merupakan bahan untuk pendokumentasian,merupakan pembukaan awal untuk mencari informasi,,bukan sumber informasi utama,merupakan hasil analisis dari teks laporan
3,1,Informasi yang dihadirkan dari hasil observasi dan analisis secara sistematis adalah,teks hasil laporan,teks observasi, teks kesimpulan,teks definisi,
3,1,"Dalam pembuatan teks laporan, kita harus memperhatikan salah satunya tentang aspek kebahasaan, seperti dalam penggunaan ….",kelas kata,kalimat,hubungan antarkalimat,hubungan antarparagraf,
3,1,Teks eksposisi dapat kita jumpai pada media-media salah satunya yaitu …., koran,televisi,radio,handphone,Radio
